Item Name,SNo,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D],Month_File,District,Source_File
M16 [Details of deaths reported with probable causes:],16.4.4,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.4.5,Number of Child Deaths (1 -5 years) due to Others,TOTAL,75,75,,0,75,6,6,,0,6,9,9,,0,9,2,2,,0,2,2,2,,0,2,9,9,,,9,7,7,,0,7,5,5,,,5,9,9,,0,9,7,7,,0,7,18,18,,,18,1,1,,,1,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.5.1,Number of Maternal Deaths due to Bleeding,TOTAL,3,3,,0,3,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,2,2,,,2,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,1,1,,,1,0,0,,,0,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.5.2,Number of Maternal Deaths due to High fever,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.5.3,Number of Maternal Deaths due to Abortion,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.5.4,Number of Maternal Deaths due to Obstructed/prolonged labour,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.5.5,Number of Maternal Deaths due to Severe hypertesnion/fits,TOTAL,7,7,,3,4,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,4,4,,,4,0,0,,,0,3,3,,3,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.5.6,Number of Maternal Deaths due to Other Causes (including causes not known),TOTAL,19,19,,9,10,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,2,2,,2,0,0,0,,0,0,10,10,,,10,0,0,,,0,7,7,,7,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.6,Total Facility Based Maternal Death Reviews (FBMDR) done,TOTAL,15,15,,0,15,0,0,,0,,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,0,,0,,15,15,,,15,0,0,,,0,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.7.1,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,3,3,,0,3,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,2,2,,,2,0,0,,0,0,0,0,,,0,1,1,,0,1,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.7.2,Number of Adolscent / Adult deaths due to Tuberculosis,TOTAL,42,42,,0,42,10,10,,0,10,3,3,,0,3,1,1,,0,1,0,0,,0,0,1,1,,,1,0,0,,0,0,6,6,,,6,10,10,,0,10,3,3,,0,3,5,5,,,5,3,3,,,3,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.7.3,Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),TOTAL,164,164,,3,161,34,34,,0,34,14,14,,0,14,1,1,,0,1,0,0,,0,0,28,28,,,28,2,2,,0,2,30,30,,,30,32,32,,3,29,18,18,,0,18,2,2,,,2,3,3,,,3,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.7.4,Number of Adolscent / Adult deaths due to Other Fever Related,TOTAL,28,28,,0,28,10,10,,0,10,1,1,,0,1,0,0,,0,0,0,0,,0,0,2,2,,,2,0,0,,0,0,0,0,,,0,5,5,,0,5,3,3,,0,3,0,0,,,0,7,7,,,7,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.7.5,Number of Adolscent / Adult deaths due to HIV/AIDS,TOTAL,41,41,,0,41,9,9,,0,9,11,11,,0,11,1,1,,0,1,2,2,,0,2,3,3,,,3,1,1,,0,1,4,4,,,4,2,2,,0,2,5,5,,0,5,3,3,,,3,0,0,,,0,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.7.6,Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,TOTAL,808,808,,1,807,81,81,,0,81,131,131,,1,130,18,18,,0,18,8,8,,0,8,130,130,,,130,21,21,,0,21,69,69,,,69,116,116,,0,116,165,165,,0,165,26,26,,,26,43,43,,,43,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.7.7,Number of Adolscent / Adult deaths due to Cancer,TOTAL,180,180,,0,180,39,39,,0,39,34,34,,0,34,1,1,,0,1,0,0,,0,0,19,19,,,19,9,9,,0,9,13,13,,,13,33,33,,0,33,19,19,,0,19,10,10,,,10,3,3,,,3,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.7.8,Number of Adolscent / Adult deaths due to Neurological disease including strokes,TOTAL,75,75,,1,74,26,26,,0,26,5,5,,0,5,1,1,,0,1,0,0,,0,0,9,9,,,9,2,2,,0,2,1,1,,,1,11,11,,1,10,15,15,,0,15,3,3,,,3,2,2,,,2,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.7.9,Number of Adolscent / Adult deaths due to Accidents/Burn cases,TOTAL,297,297,,1,296,27,27,,0,27,26,26,,0,26,6,6,,0,6,4,4,,1,3,24,24,,,24,12,12,,0,12,44,44,,,44,27,27,,0,27,25,25,,0,25,97,97,,,97,5,5,,,5,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.7.10,Number of Adolscent / Adult deaths due to Suicide,TOTAL,132,132,,0,132,25,25,,0,25,20,20,,0,20,5,5,,0,5,1,1,,0,1,10,10,,,10,11,11,,0,11,13,13,,,13,18,18,,0,18,21,21,,0,21,3,3,,,3,5,5,,,5,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.7.11,Number of Adolscent / Adult deaths due to Animal bites and stings,TOTAL,18,18,,0,18,10,10,,0,10,1,1,,0,1,1,1,,0,1,0,0,,0,0,1,1,,,1,1,1,,0,1,1,1,,,1,2,2,,0,2,0,0,,0,0,0,0,,,0,1,1,,,1,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.7.12,Number of Adolscent / Adult deaths due to Known Acute Disease,TOTAL,224,224,,0,224,52,52,,0,52,23,23,,0,23,2,2,,0,2,0,0,,0,0,39,39,,,39,3,3,,0,3,26,26,,,26,41,41,,0,41,13,13,,0,13,10,10,,,10,15,15,,,15,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.7.13,Number of Adolscent / Adult deaths due to Known Chronic Disease,TOTAL,595,595,,0,595,146,146,,0,146,80,80,,0,80,18,18,,0,18,3,3,,0,3,91,91,,,91,10,10,,0,10,48,48,,,48,54,54,,0,54,55,55,,0,55,62,62,,,62,28,28,,,28,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.7.14,Number of Adolscent / Adult deaths due to Causes not known,TOTAL,2459,2459,,0,2459,164,164,,0,164,419,419,,0,419,165,165,,0,165,18,18,,0,18,469,469,,,469,217,217,,0,217,323,323,,,323,219,219,,0,219,204,204,,0,204,156,156,,,156,105,105,,,105,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.8.1,Number of Deaths due to Malaria- Plasmodium Vivax,TOTAL,3,3,,3,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,3,3,,3,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.8.2,Number of Deaths due to Malaria- Plasmodium Falciparum,TOTAL,10,10,,0,10,0,0,,0,0,10,10,,0,10,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.8.3,Number of Deaths due to Kala Azar,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.8.4,Number of Deaths due to Dengue,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.8.5,Number of Deaths due to Acute Encephelitis Syndrome (AES),TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M16 [Details of deaths reported with probable causes:],16.8.6,Number of Deaths due to Japanese Encephalitis (JE),TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,0,,Dec,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Dec.csv
M1 [Ante Natal Care (ANC)],1.1,Total number of pregnant women registered for ANC,TOTAL,6748,6748,0,2220,4528,593,593,,66,527,450,450,,119,331,364,364,,39,325,464,464,,20,444,701,701,,,701,299,299,,33,266,438,438,,,438,852,852,,314,538,386,386,,25,361,174,174,0,,174,423,423,,,423,1604,1604,,1604,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.1.1,"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",TOTAL,4768,4768,0,1088,3680,474,474,,35,439,375,375,,90,285,246,246,,8,238,362,362,,3,359,599,599,,,599,207,207,,12,195,322,322,,,322,560,560,,121,439,301,301,,9,292,145,145,0,,145,367,367,,,367,810,810,,810,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.2.1,Number of PW given TT1,TOTAL,4716,4646,70,1642,3074,324,324,,36,288,360,360,,84,276,251,251,,13,238,386,386,,20,366,496,496,,,496,168,168,,12,156,266,266,,,266,371,371,,38,333,249,249,,10,239,178,108,70,,178,238,238,,,238,1429,1429,,1429,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.2.2,Number of PW given TT2,TOTAL,4131,4085,46,1415,2716,207,207,,38,169,304,304,,66,238,226,226,,3,223,373,373,,12,361,436,436,,,436,114,114,,10,104,245,245,,,245,391,391,,54,337,277,277,,20,257,142,96,46,,142,204,204,,,204,1212,1212,,1212,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.2.3,Number of PW given TT Booster,TOTAL,2005,1975,30,261,1744,264,264,,30,234,121,121,,22,99,109,109,,9,100,108,108,,5,103,318,318,,,318,88,88,,4,84,158,158,,,158,321,321,,90,231,144,144,,3,141,84,54,30,,84,192,192,,,192,98,98,,98,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.2.4,Number of PW given 180 Iron Folic Acid (IFA) tablets,TOTAL,4972,4898,74,1270,3702,589,589,,66,523,412,412,,106,306,161,161,,5,156,294,294,,20,274,680,680,,,680,249,249,,23,226,361,361,,,361,654,654,,287,367,342,342,,25,317,192,118,74,,192,300,300,,,300,738,738,,738,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.2.5,Number of PW given 360 Calcium tablets,TOTAL,3181,3066,115,516,2665,581,581,,66,515,218,218,,106,112,189,189,,4,185,200,200,,20,180,381,381,,,381,121,121,,23,98,265,265,,,265,588,588,,287,301,181,181,,0,181,214,99,115,,214,233,233,,,233,10,10,,10,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.2.6,Number of PW given one Albendazole tablet after 1st trimester,TOTAL,1532,1532,0,57,1475,297,297,,38,259,68,68,,0,68,33,33,,0,33,9,9,,0,9,263,263,,,263,145,145,,0,145,183,183,,,183,212,212,,0,212,132,132,,9,123,35,35,0,,35,145,145,,,145,10,10,,10,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.2.7,Number of PW received 4 or more ANC check ups,TOTAL,5850,5543,307,1284,4566,561,561,,48,513,416,416,,67,349,255,255,,2,253,475,475,,7,468,722,722,,,722,278,278,,4,274,365,365,,,365,526,526,,74,452,413,413,,35,378,449,142,307,,449,343,343,,,343,1047,1047,,1047,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.2.8,Number of PW given ANC Corticosteroids in Pre Term Labour,TOTAL,32,29,3,1,31,1,1,,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,28,28,,,28,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,3,0,3,,3,0,0,,,0,0,0,,0,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.3.1,New cases of PW with hypertension detected,TOTAL,30,29,1,11,19,2,2,,2,0,3,3,,2,1,0,0,,0,0,0,0,,0,0,1,1,,,1,0,0,,0,0,6,6,,,6,7,7,,7,0,0,0,,0,0,2,1,1,,2,9,9,,,9,0,0,,0,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.3.1.a,"Out of the new cases of PW with hypertension detected, cases managed at institution",TOTAL,13,12,1,2,11,2,2,,2,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,1,1,,,1,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,1,0,1,,1,9,9,,,9,0,0,,0,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.3.2,Number of Eclampsia cases managed during delivery,TOTAL,1,1,0,1,0,1,1,,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,,,0,0,0,,0,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.4.1,Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,TOTAL,4783,4753,30,1304,3479,523,523,,0,523,337,337,,67,270,303,303,,0,303,48,48,,0,48,563,563,,,563,247,247,,23,224,358,358,,,358,584,584,,314,270,440,440,,27,413,221,191,30,,221,286,286,,,286,873,873,,873,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.4.2,Number of PW having Hb level<11 (tested cases)(7.1 to 10.9),TOTAL,4628,4595,33,1463,3165,213,213,,121,92,416,416,,112,304,225,225,,9,216,204,204,,0,204,698,698,,,698,253,253,,23,230,369,369,,,369,616,616,,235,381,297,297,,25,272,213,180,33,,213,186,186,,,186,938,938,,938,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.4.3,Number of PW having Hb level<7 (tested cases),TOTAL,74,72,2,25,49,2,2,,2,0,9,9,,7,2,2,2,,0,2,0,0,,0,0,8,8,,,8,0,0,,0,0,21,21,,,21,20,20,,15,5,0,0,,0,0,2,0,2,,2,9,9,,,9,1,1,,1,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.4.4,Number of PW having severe anaemia (Hb<7) treated,TOTAL,30,30,0,22,8,2,2,,2,0,4,4,,4,0,0,0,,0,0,0,0,,0,0,5,5,,,5,0,0,,0,0,3,3,,,3,15,15,,15,0,0,0,,0,0,0,0,0,,0,0,0,,,0,1,1,,1,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.5.1,Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test),TOTAL,40,40,0,25,15,0,0,,0,0,11,11,,0,11,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,29,29,,25,4,0,0,0,,0,0,0,,,0,0,0,,0,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.5.2,Number of PW tested positive for GDM,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,,,0,0,0,,0,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.5.3,Number of PW given insulin out of total tested positive for GDM,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,,,0,0,0,,0,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.6.1.a,Number of PW tested using POC test for Syphilis,TOTAL,1,1,,,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,1,1,,,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,,,,,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.6.1.b,"Out of above, number of PW found sero positive for syphilis",TOTAL,1,1,,,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,1,1,,,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,,,,,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.6.2.a,Number of pregnant women tested for Syphilis,TOTAL,294,294,0,23,271,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,199,199,,,199,23,23,,23,0,72,72,,,72,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,,,0,0,0,,0,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.6.2.b,Number of pregnant women tested found sero positive for Syphilis,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,,,0,0,0,,0,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.6.2.c,Number of syphilis positive pregnant women treated for Syphilis,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,,,0,0,0,,0,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.6.2.d,Number of babies diagnosed with Congenital Syphilis,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,,,0,0,0,,0,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M1 [Ante Natal Care (ANC)],1.6.2.e,Number of babies treated for congenital Syphilis,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,,,0,0,0,,0,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M2 [Deliveries],2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM),TOTAL,9,9,,4,5,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,3,3,,,3,0,0,,,0,2,2,,,2,4,4,,4,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M2 [Deliveries],2.1.1.b,Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),TOTAL,3,3,,1,2,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,2,2,,,2,1,1,,1,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M2 [Deliveries],2.1.2,Number of PW given Tablet Misoprostol during home delivery,TOTAL,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M2 [Deliveries],2.1.3,Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,TOTAL,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
M2 [Deliveries],2.2,Number of Institutional Deliveries conducted (Including C-Sections),TOTAL,6028,2483,3545,460,5568,248,248,,85,163,114,114,,41,73,108,108,,56,52,74,74,,10,64,138,138,,,138,106,106,,20,86,101,101,,,101,184,184,,83,101,206,206,,18,188,4430,885,3545,,4430,172,172,,,172,147,147,,147,,May,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-for-May.csv
